trained_objective,step,checkpoint,evaluated_objective,direction,derivative,curvature,outcome_noise,class0_derivative,class1_derivative
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,12,-0.12343536800749992,0.005819718768381943,0.27409675523497556,-0.24142243797013796,-0.0054482980448626135
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,13,0.16921680713827936,0.07381787992858957,0.1962166343882228,-0.2354737736641573,0.573907387940716
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,14,0.37697232637493217,0.022691574833294315,0.18815315086124737,-0.042327669567197766,0.7962723223170614
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,15,-0.1520167134442696,0.02636535839812293,0.268974801588874,0.5634856533328078,-0.8675190802213477
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,16,-0.21114777921549774,0.1247170935533739,0.18539869271473258,-0.36690600185912636,-0.055389556571869836
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,17,0.20204110598932123,0.04188344201223737,0.13974595956921793,-0.13399960003865527,0.5380818120172985
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,18,-0.158724909518686,0.08709227223224891,0.2988530488723211,-0.21143878730512639,-0.10601103173224566
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,19,-0.35313238270716346,0.06197314269478982,0.2428754792964361,-0.49265992590422564,-0.21360483951010129
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,20,0.13132797840382054,0.14623587212536426,0.17618101540260991,0.0439102186784357,0.21874573812920536
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,21,0.2535004014407324,0.06223145755815773,0.19772713637529316,0.32140021274028674,0.185600590141178
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,22,-0.1608061947320638,-0.036666721339636776,0.4142921147749187,-0.5246983389362166,0.203085949472089
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,23,-0.0024109544840674366,0.10244625690102849,0.13668097176581306,-0.07993499707954414,0.07511308811140927
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,24,-0.1867137483728006,0.017705345203733902,0.22625438536887896,0.27690037405119516,-0.6503278707967963
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,25,-0.4911278084491063,0.0514878976862021,0.2747396889529278,-0.05064850283856763,-0.9316071140596442
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,26,0.1154685553367633,0.07308663083186184,0.1881666888355276,0.4009164252280417,-0.16997931455451515
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,27,-0.13295899411518802,0.09583493526572928,0.15501251245277298,-0.19186230805914603,-0.07405568017123074
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,28,0.5425121053287948,-0.048768316757275,0.3257340266171003,0.5258017141068468,0.559222496550742
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,29,0.07119687700889887,0.04285154141155534,0.08741602047630695,0.25879701393518734,-0.11640325991738958
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,30,0.15281204422381123,0.07613463075257654,0.1912125439211088,0.328035652939039,-0.022411564491416534
PER_OUTCOME_ENSEMBLE_MMD,1,initial,PER_OUTCOME_ENSEMBLE_MMD,31,0.2087210300399489,0.06382385295360393,0.3424926194998343,0.03467395424116745,0.3827681058387311
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,0,-0.031203205310600023,-0.06846470447758879,0.25342648019925573,-0.15877586583783687,0.09636945521663609
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,1,-0.24153842442145174,0.11720795649340676,0.33814383971430073,-0.16715779812941517,-0.3159190507134883
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,2,-0.06599642330313257,0.04799567390778137,0.27078933651880055,0.13853852099418623,-0.2705313676004528
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,3,0.11558964208499742,0.009580080538843738,0.10479016450546222,0.35913195709122847,-0.12795267292123436
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,4,0.07398837571294929,-0.015130314016992052,0.11097069314414032,-0.42939943314024437,0.5773761845661429
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,5,0.3640938071787966,0.025260672992260425,0.22575166305534414,-0.10164846199640051,0.8298360763539936
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,6,0.04144211315576148,0.050316350381305774,0.17376694403714302,-0.3536314152934065,0.4365156416049295
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,7,-0.4801371450149339,0.008252426464882667,0.28068268460215123,-0.30095772818004835,-0.6593165618498202
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,8,0.22323042477048047,0.017746198917102163,0.21008228032378032,0.28115575432136203,0.16530509521959819
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,9,0.0034631153254105485,0.10464490680660665,0.2135930826834455,0.10525104588152405,-0.09832481523070369
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,10,0.8108288968043831,-0.12853085976550194,0.31610834399222576,1.0791869565700396,0.5424708370387273
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,11,-0.5426983949521821,-0.03829754060954915,0.17203957886701002,-0.09794754571136619,-0.9874492441929987
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,12,-0.19410765801919805,-0.014627855655417132,0.27409675523497556,-0.3058566483623001,-0.08235866767609532
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,13,0.22842716199338237,0.07259581176549013,0.1962166343882228,-0.21449697391689634,0.6713512979036618
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,14,0.4359748954605758,0.009366374258038324,0.18815315086124737,-0.05051046326216928,0.9224602541833209
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,15,-0.06802216695645255,0.03465074580302785,0.268974801588874,0.6727743260408563,-0.8088186599537613
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,16,-0.2865890259758756,0.13056572284801682,0.18539869271473258,-0.44613960178351436,-0.12703845016823684
PER_OUTCOME_ENSEMBLE_MMD,1,initial,COMBINED_ENSEMBLE_MMD,17,0.1365899262694111,0.008019097639174966,0.13974595956921793,-0.18871151668949854,0.46189136922832075
