dataset,epsilon,synthetic_id,source_state_id,source_dataset,source_split,source_class,source_g,augmentation_method,generator,operator,perturbation_strength,random_seed,norm,purity,source_fidelity,nearest_train_fidelity,nearest_same_class_train_fidelity,nearest_other_class_train_fidelity,energy,source_energy,energy_drift,energy_drift_absolute,magnetization_x,magnetization_z2,magnetization_x_drift,magnetization_z2_drift,accepted
random,0.8,syn-c2dbe3cfee9b4e8e,class-0-00005,random,train,0,0.7858137887640019,state_local_physics,spectral_norm_normalized,interaction,0.8,17104,1.0,1.0,0.8560785664409472,0.856764911821527,0.856764911821527,0.7932966254489927,-3.620654046317248,-4.105256546633768,0.4846025003165204,0.4846025003165204,0.5516616963298238,0.6569085351129287,-0.15417218024347323,0.0,True
random,0.0,syn-80885174bbf9a786,class-0-00013,random,train,0,0.6117554672807776,state_local_physics,spectral_norm_normalized,field,0.0,27000,1.0,1.0,1.0,0.9999999999999998,0.9999999999999998,0.8718428539494203,-3.6579653882553336,-3.6579653882553336,0.0,0.0,0.5706907168890087,0.7687956773531943,0.0,0.0,True
random,0.1,syn-20c6eee31b1de843,class-0-00013,random,train,0,0.6117554672807776,state_local_physics,spectral_norm_normalized,field,0.1,27001,0.9999999999999994,0.9999999999999989,0.9972502975764894,0.9972502975764892,0.9972502975764892,0.8701840099929165,-3.649953499646487,-3.6579653882553336,0.008011888608846718,0.008011888608846718,0.5706907168890085,0.7671307003561527,-2.220446049250313e-16,-0.0016649769970416006,True
random,0.2,syn-25893a4cb493fdf5,class-0-00013,random,train,0,0.6117554672807776,state_local_physics,spectral_norm_normalized,field,-0.2,27002,0.9999999999999996,0.9999999999999991,0.9890392301290538,0.9890392301290536,0.9890392301290536,0.8652280711695985,-3.625997885962553,-3.6579653882553336,0.03196750229278056,0.03196750229278056,0.5706907168890083,0.7621524052648161,-4.440892098500626e-16,-0.006643272088378227,True
random,0.4,syn-f4d541efa4a7139e,class-0-00013,random,train,0,0.6117554672807776,state_local_physics,spectral_norm_normalized,field,-0.4,27003,0.9999999999999996,0.9999999999999991,0.9567591720634748,0.9568725449749078,0.9568725449749078,0.845710293925604,-3.531369822521342,-3.6579653882553336,0.12659556573399167,0.12659556573399167,0.5706907168890085,0.7424874352937888,-2.220446049250313e-16,-0.026308242059405518,True
random,0.8,syn-b18dd5cc40ddabcc,class-0-00013,random,train,0,0.6117554672807776,state_local_physics,spectral_norm_normalized,field,-0.8,27004,0.9999999999999997,0.9999999999999993,0.8362779983082812,0.8372054764148612,0.8372054764148612,0.7723566836027511,-3.1715697815647372,-3.6579653882553336,0.48639560669059634,0.48639560669059634,0.5706907168890087,0.6677162020709748,0.0,-0.1010794752822195,True
random,0.0,syn-cc9c235b189a87cb,class-0-00013,random,train,0,0.6117554672807776,state_local_physics,spectral_norm_normalized,interaction,0.0,27100,1.0,1.0,1.0,0.9999999999999998,0.9999999999999998,0.8718428539494203,-3.6579653882553336,-3.6579653882553336,0.0,0.0,0.5706907168890087,0.7687956773531943,0.0,0.0,True
random,0.1,syn-6cafae66cc8d6176,class-0-00013,random,train,0,0.6117554672807776,state_local_physics,spectral_norm_normalized,interaction,0.1,27101,0.9999999999999999,0.9999999999999998,0.9981707046624028,0.998170704662403,0.998170704662403,0.8695805315292058,-3.6526363666457895,-3.6579653882553336,0.005329021609544071,0.005329021609544071,0.5685129588244869,0.7687956773531943,-0.0021777580645218064,0.0,True
random,0.2,syn-fa8297ca1de46916,class-0-00013,random,train,0,0.6117554672807776,state_local_physics,spectral_norm_normalized,interaction,0.2,27102,0.9999999999999999,0.9999999999999998,0.9927098891819497,0.9927098891819499,0.9927098891819499,0.862829873776945,-3.636720241483786,-3.6579653882553336,0.021245146771547763,0.021245146771547763,0.5620086748363317,0.7687956773531942,-0.008682042052677086,-1.1102230246251565e-16,True
random,0.4,syn-b1a00e1972164aee,class-0-00013,random,train,0,0.6117554672807776,state_local_physics,spectral_norm_normalized,interaction,-0.4,27103,1.0,1.0,0.971267808776634,0.9712678087766338,0.9712678087766338,0.8363649067070544,-3.5741106224674346,-3.6579653882553336,0.08385476578789897,0.08385476578789897,0.5364226268298264,0.7687956773531943,-0.0342680900591823,0.0,True
random,0.8,syn-0f8d53b06af982bc,class-0-00013,random,train,0,0.6117554672807776,state_local_physics,spectral_norm_normalized,interaction,0.8,27104,0.9999999999999999,0.9999999999999998,0.8916211239028011,0.8916211239028011,0.8916211239028011,0.7386829306458608,-3.3399812188748976,-3.6579653882553336,0.31798416938043594,0.31798416938043594,0.4407433006469194,0.7687956773531943,-0.12994741624208933,0.0,True
random,0.0,syn-b5057fddc813b682,class-0-00046,random,train,0,0.6265761910988407,state_local_physics,spectral_norm_normalized,field,0.0,37000,1.0,1.0,1.0,1.0,1.0,0.8808210406070138,-3.6921976373813252,-3.6921976373813252,0.0,0.0,0.5841309914068789,0.7586462182022173,0.0,0.0,True
random,0.1,syn-43dafdf4569aa390,class-0-00046,random,train,0,0.6265761910988407,state_local_physics,spectral_norm_normalized,field,-0.1,37001,1.0,1.0,0.9972887001872662,0.9972887001872665,0.9972887001872665,0.8791687677142863,-3.6842241279503667,-3.6921976373813252,0.007973509430958536,0.007973509430958536,0.5841309914068789,0.7570005644869373,0.0,-0.0016456537152800266,True
random,0.2,syn-f96a7f7ab89b49dc,class-0-00046,random,train,0,0.6265761910988407,state_local_physics,spectral_norm_normalized,field,0.2,37002,1.0000000000000002,1.0000000000000004,0.9891920540275224,0.9891920540275226,0.9891920540275226,0.8742323990767354,-3.6603832683280335,-3.6921976373813252,0.03181436905329171,0.03181436905329171,0.5841309914068787,0.7520800461690399,-1.1102230246251565e-16,-0.006566172033177442,True
random,0.4,syn-ca78a630ba1dbec9,class-0-00046,random,train,0,0.6265761910988407,state_local_physics,spectral_norm_normalized,field,-0.4,37003,0.9999999999999999,0.9999999999999998,0.957358073414249,0.957358073414249,0.957358073414249,0.8547907934248177,-3.5662084996662644,-3.6921976373813252,0.12598913771506082,0.12598913771506082,0.5841309914068789,0.7326433026277157,0.0,-0.02600291557450163,True
